author,2020,2021,2022,2023,2024
Nicolas Pugeault,0,0,0,0,1
Yuwu Lu,0,0,0,0,1
Haoyu Huang,0,0,0,0,1
Xue Hu,0,0,0,0,1
Dongsu Song,0,0,0,0,1
Daehwa Ko,0,0,0,0,1
Jay Hoon Jung,0,0,0,0,1
Song Xia,0,0,0,0,1
Xun Lin,0,0,0,0,1
Henghui Ding,0,0,0,0,1
Lingyu Duan,0,0,0,0,1
Xudong Jiang,0,0,0,0,1
Yanrui Du,0,0,0,0,1
Sendong Zhao,0,0,0,0,1
Danyang Zhao,0,0,0,0,1
Ming Ma,0,0,0,0,1
Yuhan Chen,0,0,0,0,1
Liangyu Huo,0,0,0,0,1
Qing Yang,0,0,0,0,1
Dongliang Xu,0,0,0,0,1
Bing Qin,0,0,0,0,1
Ivo Petrov,0,0,0,0,1
Xun Guo,0,0,0,0,1
Yongxin He,0,0,0,0,1
Shan Zhang,0,0,0,0,1
Ting Zhang,0,0,0,0,1
Wanquan Feng,0,0,0,0,1
Haibin Huang,0,0,0,0,1
Chongyang Ma,0,0,0,0,1
ZhenTing Liu,0,0,0,0,1
ShangTse Chen,0,0,0,0,1
Shiji Zhao,0,0,0,0,1
Xizhe Wang,0,0,0,0,1
Yijia Shao,0,0,0,0,1
Tianshi Li,0,0,0,0,1
Weiyan Shi,0,0,0,0,1
Yanchen Liu,0,0,0,0,1
Diyi Yang,0,0,0,0,2
Kaibo Wang,0,0,0,0,1
Xiaowen Fu,0,0,0,0,1
Yuxuan Han,0,0,0,0,1
Yang Xiang,0,0,0,0,1
Yuyang Wu,0,0,0,0,1
Ruofan Wu,0,0,0,0,1
Mingyang Zhang,0,0,0,0,1
Qiying Pan,0,0,0,0,1
Tengfei Liu,0,0,0,0,1
Roberto Szechtman,0,0,0,0,1
Matan Seri,0,0,0,0,1
Guanlin Li,0,0,0,0,1
Shudong Zhang,0,0,0,0,1
Mengting Xu,0,0,0,0,1
De Ma,0,0,0,0,1
Huajin Tang,0,0,0,0,1
Qian Zheng,0,0,0,0,1
Gang Pan,0,0,0,0,1
Ekdeep Singh Lubana,0,0,0,0,1
Kemal Oksuz,0,0,0,0,1
Tom Joy,0,0,0,0,1
Yibo Wang,0,0,0,0,1
Sijia Chen,0,0,0,0,1
Wei Jiang,0,0,0,0,1
Wenhao Yang,0,0,0,0,1
Megha Srivastava,0,0,0,0,1
Dan Boneh,0,0,0,0,1
Shengyun Peng,0,0,0,0,1
Matthew Hull,0,0,0,0,1
Duen Horng Chau,0,0,0,0,2
Benjamin Cohen-Wang,0,0,0,0,1
Xiaoming Liu,0,0,0,0,2
Lu Yu,0,0,0,0,1
Haiyang Zhang,0,0,0,0,1
Changsheng Xu,0,0,0,0,1
Zhiming Yang,0,0,0,0,1
Xiang Si,0,0,0,0,1
Zhuoran Jin,0,0,0,0,1
Pengfei Cao,0,0,0,0,1
Chenhao Wang,0,0,0,0,1
Zhitao He,0,0,0,0,1
Hongbang Yuan,0,0,0,0,1
Jiachun Li,0,0,0,0,1
Yubo Chen,0,0,0,0,1
Kang Liu,0,0,0,0,1
Jun Zhao,0,0,0,0,1
Alireza Abdollahpour,0,0,0,0,1
Mahed Abroshan,0,0,0,0,1
Zhan Li,0,0,0,0,1
Yongtao Wu,0,0,0,0,1
Yihang Chen,0,0,0,0,1
Francesco Tonin,0,0,0,0,1
Elías Abad-Rocamora,0,0,0,0,1
Hangtao Zhang,0,0,0,0,1
Yechao Zhang,0,0,0,0,1
Daniil Dmitriev,0,0,0,0,1
Rares-Darius Buhai,0,0,0,0,1
Alexander Wolters,0,0,0,0,1
Tingfa Xu,0,0,0,0,1
Lihe Ding,0,0,0,0,1
Jianan Li,0,0,0,0,1
Junchao Wu,0,0,0,0,1
Runzhe Zhan,0,0,0,0,1
Derek F. Wong,0,0,0,0,1
Shu Yang,0,0,0,0,1
Xinyi Yang,0,0,0,0,1
Yulin Yuan,0,0,0,0,1
Lidia S. Chao,0,0,0,0,1
Mingyang Liu,0,0,0,0,1
Xinyang Chen,0,0,0,0,1
Yang Shu,0,0,0,0,1
Xiucheng Li,0,0,0,0,1
Weili Guan,0,0,0,0,1
Liqiang Nie,0,0,0,0,1
Abdellah El Mrini,0,0,0,0,1
Wenkai Yang,0,0,0,0,1
Xiaohan Bi,0,0,0,0,1
Yankai Lin,0,0,0,0,1
Sishuo Chen,0,0,0,0,1
Saba Ahmadi,0,0,0,0,1
Hanrui Zhang,0,0,0,0,1
Zhi Cheng,0,0,0,0,1
Zhanhao Hu,0,0,0,0,1
Yuqiu Liu,0,0,0,0,1
Jianmin Li,0,0,0,0,1
Yiman Hu,0,0,0,0,1
Yixiong Zou,0,0,0,0,1
Ruixuan Li,0,0,0,0,1
Yuhua Li,0,0,0,0,1
Giovanni Bellitto,0,0,0,0,1
Federica Proietto Salanitri,0,0,0,0,1
Matteo Pennisi,0,0,0,0,1
Matteo Boschini,0,0,0,0,1
Lorenzo Bonicelli,0,0,0,0,1
Angelo Porrello,0,0,0,0,1
Simone Calderara,0,0,0,0,1
Simone Palazzo,0,0,0,0,1
Concetto Spampinato,0,0,0,0,1
Batuhan Tömekçe,0,0,0,0,1
Peihua Mai,0,0,0,0,1
Ran Yan,0,0,0,0,1
Yan Pang,0,0,0,0,1
Martín Bertran,0,0,0,0,1
Jamie H. Morgenstern,0,0,0,0,1
Steven Z. Wu,0,0,0,0,1
Zhongzhu Chen,0,0,0,0,1
Jiachen Lei,0,0,0,0,1
Qingyuan Zeng,0,0,0,0,1
Zhenzhong Wang,0,0,0,0,1
Yiu-ming Cheung,0,0,0,0,1
Chengquan Guo,0,0,0,0,1
Xun Liu,0,0,0,0,1
Emmanuel Abbe,0,0,0,0,1
Ruiqi Feng,0,0,0,0,1
Tyler Derr,0,0,0,0,1
Ethan Rathbun,0,0,0,0,1
Christopher Amato,0,0,0,0,1
Chen Jia,0,0,0,0,1
Aditya Bhaskara,0,0,0,0,1
Agastya Vibhuti Jha,0,0,0,0,1
Michael Kapralov,0,0,0,0,1
Davide Mazzali,0,0,0,0,1
Weronika Wrzos-Kaminska,0,0,0,0,1
Dario Fenoglio,0,0,0,0,1
Gabriele Dominici,0,0,0,0,1
Pietro Barbiero,0,0,0,0,1
Alberto Tonda,0,0,0,0,1
Martin Gjoreski,0,0,0,0,1
Marc Langheinrich,0,0,0,0,1
Andrew Bennett,0,0,0,0,1
Nathan Kallus,0,0,0,0,1
Miruna Oprescu,0,0,0,0,1
Kaiwen Wang,0,0,0,0,1
Changlong Wu,0,0,0,0,1
Ananth Grama,0,0,0,0,1
Wojciech Szpankowski,0,0,0,0,1
Xiaoyun Xu,0,0,0,0,1
Stefanos Koffas,0,0,0,0,1
Shujian Yu,0,0,0,0,1
Stjepan Picek,0,0,0,0,1
Siyuan Liang,0,0,0,0,1
Jiadong Pan,0,0,0,0,1
Hongcheng Gao,0,0,0,0,1
Zongyu Wu,0,0,0,0,1
Taihang Hu,0,0,0,0,1
Li Su,0,0,0,0,1
Liang Li,0,0,0,0,1
Thomas Kleine Buening,0,0,0,0,1
Aadirupa Saha,0,0,0,0,1
Christos Dimitrakakis,0,0,0,0,1
Zhihao Xu,0,0,0,0,1
Ruixuan Huang,0,0,0,0,1
Changyu Chen,0,0,0,0,1
Xiting Wang,0,0,0,0,1
Anisha Pal,0,0,0,0,1
Julia Kruk,0,0,0,0,1
Mansi Phute,0,0,0,0,1
Manognya Bhattaram,0,0,0,0,1
Qi Song,0,0,0,0,1
Ziyuan Luo,0,0,0,0,1
Ka Chun Cheung,0,0,0,0,1
Simon See,0,0,0,0,1
Renjie Wan,0,0,0,0,1
Yipu Chen,0,0,0,0,1
Kaike Zhang,0,0,0,0,1
Qi Cao,0,0,0,0,1
Yunfan Wu,0,0,0,0,1
Fei Sun,0,0,0,0,1
Huawei Shen,0,0,0,0,1
Xueqi Cheng,0,0,0,0,2
Ruibo Chen,0,0,0,0,1
Hanna Yukhymenko,0,0,0,0,1
Wenke Huang,0,0,0,0,1
Mang Ye,0,0,0,0,1
Zekun Shi,0,0,0,0,1
Guancheng Wan,0,0,0,0,1
He Li,0,0,0,0,1
Yanxin Yang,0,0,0,0,1
Chentao Jia,0,0,0,0,1
Dengke Yan,0,0,0,0,1
Ming Hu,0,0,0,0,1
Tianlin Li,0,0,0,0,1
Yaoxin Wu,0,0,0,0,1
Zhiguang Cao,0,0,0,0,1
Wen Song,0,0,0,0,1
Zhiqi Shen,0,0,0,0,1
Xiufeng Song,0,0,0,0,1
Xiao Guo,0,0,0,0,1
Jiache Zhang,0,0,0,0,1
Qirui Li,0,0,0,0,1
Lei Bai,0,0,0,0,1
Xiaohong Liu,0,0,0,0,1
Yutao Mou,0,0,0,0,1
Shikun Zhang,0,0,0,0,1
Wei Ye,0,0,0,0,1
Bianca Marin Moreno,0,0,0,0,1
Margaux Brégère,0,0,0,0,1
Pierre Gaillard,0,0,0,0,1
Nadia Oudjane,0,0,0,0,1
Tarun Suresh,0,0,0,0,1
Debangshu Banerjee,0,0,0,0,1
Hengrui Jia,0,0,0,0,1
Mingkun Zhang,0,0,0,0,1
Keping Bi,0,0,0,0,1
Wei Chen,0,0,0,0,1
Quanrun Chen,0,0,0,0,1
Jiafeng Guo,0,0,0,0,1
Konstantinos Stavropoulos,0,0,0,0,1
Arsen Vasilyan,0,0,0,0,1
Alexandra Souly,0,0,0,0,1
Qingyuan Lu,0,0,0,0,1
Dillon Bowen,0,0,0,0,1
Tu Trinh,0,0,0,0,1
Elvis Hsieh,0,0,0,0,1
Sana Pandey,0,0,0,0,1
Pieter Abbeel,0,0,0,0,1
Justin Svegliato,0,0,0,0,1
Scott Emmons,0,0,0,0,1
Olivia Watkins,0,0,0,0,1
Sam Toyer,0,0,0,0,1
Fengyu Gao,0,0,0,0,1
Ruiquan Huang,0,0,0,0,1
Jing Yang,0,0,0,0,1
Asma Ghandeharioun,0,0,0,0,1
Ann Yuan,0,0,0,0,1
Marius Guerard,0,0,0,0,1
Emily Reif,0,0,0,0,1
Michael A. Lepori,0,0,0,0,1
Lucas Dixon,0,0,0,0,1
Yihao Zhang,0,0,0,0,1
Jun Sun,0,0,0,0,1
Meng Sun,0,0,0,0,1
Boyi Zeng,0,0,0,0,1
Lizheng Wang,0,0,0,0,1
Yuncong Hu,0,0,0,0,1
Yi Xu,0,0,0,0,1
Chenghu Zhou,0,0,0,0,1
Yu Yu,0,0,0,0,1
Zhouhan Lin,0,0,0,0,1
Pengyu Cheng,0,0,0,0,1
Tianhao Hu,0,0,0,0,1
Zhisong Zhang,0,0,0,0,1
Yong Dai,0,0,0,0,1
Nan Du,0,0,0,0,1
Xiaolong Li,0,0,0,0,1
Fengpeng Li,0,0,0,0,1
Kemou Li,0,0,0,0,1
Haiwei Wu,0,0,0,0,1
Jinyu Tian,0,0,0,0,1
Jiantao Zhou,0,0,0,0,1
Oryan Yehezkel,0,0,0,0,1
Alon Zolfi,0,0,0,0,1
Amit Baras,0,0,0,0,1
Yuval Elovici,0,0,0,0,1
Asaf Shabtai,0,0,0,0,1
Ema Borevkovic,0,0,0,0,1
Yuval Filmus,0,0,0,0,1
Cem Anil,0,0,0,0,1
Esin Durmus,0,0,0,0,1
Nina Panickssery,0,0,0,0,2
Mrinank Sharma,0,0,0,0,1
Joe Benton,0,0,0,0,1
Sandipan Kundu,0,0,0,0,1
Joshua Batson,0,0,0,0,1
Meg Tong,0,0,0,0,1
Daniel Ford,0,0,0,0,1
Francesco Mosconi,0,0,0,0,1
Rajashree Agrawal,0,0,0,0,1
Naomi Bashkansky,0,0,0,0,1
Samuel Svenningsen,0,0,0,0,1
Mike Lambert,0,0,0,0,1
Ansh Radhakrishnan,0,0,0,0,1
Carson Denison,0,0,0,0,1
Evan Hubinger,0,0,0,0,1
Yuntao Bai,0,0,0,0,1
Trenton Bricken,0,0,0,0,1
Timothy Maxwell,0,0,0,0,1
Nicholas Schiefer,0,0,0,0,1
James Sully,0,0,0,0,1
Alex Tamkin,0,0,0,0,1
Tamera Lanham,0,0,0,0,1
Karina Nguyen,0,0,0,0,1
Tomek Korbak,0,0,0,0,1
Jared Kaplan,0,0,0,0,1
Deep Ganguli,0,0,0,0,1
Roger B. Grosse,0,0,0,0,1
Zhaorun Chen,0,0,0,0,1
Xiao Lin,0,0,0,0,1
Zhining Liu,0,0,0,0,1
Dongqi Fu,0,0,0,0,1
Ruizhong Qiu,0,0,0,0,1
Hanghang Tong,0,0,0,0,1
Meenatchi Sundaram Muthu Selva Annamalai,0,0,0,0,1
Emiliano De Cristofaro,0,0,0,0,1
Mohamed-Hicham Leghettas,0,0,0,0,1
Markus Püschel,0,0,0,0,1
Hossein Mirzaei,0,0,0,0,1
Ali Ansari,0,0,0,0,1
Bahar Dibaei Nia,0,0,0,0,1
Mojtaba Nafez,0,0,0,0,1
Moein Madadi,0,0,0,0,1
Sepehr Rezaee,0,0,0,0,1
Zeinab Taghavi,0,0,0,0,1
Arad Maleki,0,0,0,0,1
Kian Shamsaie,0,0,0,0,1
Mahdi Hajialilue,0,0,0,0,1
Jafar Habibi,0,0,0,0,1
Mohammad Sabokrou,0,0,0,0,1
Yuan Gan,0,0,0,0,1
Jiaxu Miao,0,0,0,0,1
Linye Lyu,0,0,0,0,1
Jiawei Zhou,0,0,0,0,1
Daojing He,0,0,0,0,1
Anh Bui,0,0,0,0,1
Tung-Long Vuong,0,0,0,0,1
Khanh Doan,0,0,0,0,1
Tamas Abraham,0,0,0,0,1
Abdullah Bin Jasni,0,0,0,0,1
Akiko Manada,0,0,0,0,1
Kohei Watabe,0,0,0,0,1
Saiyue Lyu,0,0,0,0,1
Shadab Shaikh,0,0,0,0,1
Frederick Shpilevskiy,0,0,0,0,1
Aref Miri Rekavandi,0,0,0,0,1
Farhad Farokhi,0,0,0,0,1
Juan Felipe Gómez,0,0,0,0,1
Flávio P. Calmon,0,0,0,0,1
Wenjie Fu,0,0,0,0,1
Huandong Wang,0,0,0,0,1
Chen Gao,0,0,0,0,1
Guanghua Liu,0,0,0,0,1
Yong Li,0,0,0,0,1
Tao Jiang,0,0,0,0,1
Huanling Liu,0,0,0,0,1
De Cheng,0,0,0,0,1
Omead Pooladzandi,0,0,0,0,1
Sunay Bhat,0,0,0,0,1
Jeffrey Jiang,0,0,0,0,1
Alexander Branch,0,0,0,0,1
Gregory J. Pottie,0,0,0,0,1
Andy Arditi,0,0,0,0,1
Oscar Obeso,0,0,0,0,1
Aaquib Syed,0,0,0,0,1
Wes Gurnee,0,0,0,0,1
Neel Nanda,0,0,0,0,1
Andi Zhang,0,0,0,0,1
Mingtian Zhang,0,0,0,0,1
Damon Wischik,0,0,0,0,1
Cong Wan,0,0,0,0,1
Yuhang He,0,0,0,0,1
Xiang Song,0,0,0,0,1
Yihong Gong,0,0,0,0,1
Bo-Ruei Huang,0,0,0,0,1
Chun-Kai Yang,0,0,0,0,1
Chun-Mao Lai,0,0,0,0,1
Dai-Jie Wu,0,0,0,0,1
Shao-Hua Sun,0,0,0,0,1
Yuchen Shen,0,0,0,0,1
Feiyi Wang,0,0,0,0,1
Lennart Bürger,0,0,0,0,1
Fred A. Hamprecht,0,0,0,0,1
Boaz Nadler,0,0,0,0,1
Qi Pang,0,0,0,0,1
Wenting Zheng,0,0,0,0,1
Austin Watkins,0,0,0,0,1
Kai Wu,0,0,0,0,1
Yujian Betterest Li,0,0,0,0,1
Jian Lou,0,0,0,0,1
Xiaoyu Zhang,0,0,0,0,1
Handing Wang,0,0,0,0,1
Peng Xia,0,0,0,0,1
Ze Chen,0,0,0,0,1
Juanxi Tian,0,0,0,0,1
Yangrui Gong,0,0,0,0,1
Ruibo Hou,0,0,0,0,1
Yue Xu,0,0,0,0,1
Zhenbang Wu,0,0,0,0,1
Zhiyuan Fan,0,0,0,0,1
Yiyang Zhou,0,0,0,0,1
Kangyu Zhu,0,0,0,0,1
Wenhao Zheng,0,0,0,0,1
Zhaoyang Wang,0,0,0,0,1
Xuchao Zhang,0,0,0,0,1
Chetan Bansal,0,0,0,0,1
Marc Niethammer,0,0,0,0,1
Yun Li,0,0,0,0,1
Zongyuan Ge,0,0,0,0,1
